"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"condition";"cyberball_played";"consent";"worker_id";"nt1";"nt2";"nt3";"nt4";"mood";"v_169";"b5_e1_r";"b5_a1";"b5_c1_r";"b5_n1_r";"b5_o1_r";"b5_e2";"b5_a2_r";"b5_c2";"b5_n2";"b5_o2";"excluded";"ignored";"received_tosses";"sex";"occupation";"age";"native";"no_native";"seriousness";"use_data";"use_data_reason";"comments";"task1_1";"task1_2";"task1_3";"task1_4";"task1_5";"task1_6";"task1_7";"task1_8";"task1_9";"task1_10";"task1_11";"task1_12";"task1_13";"task1_14";"task1_15";"task1_16";"task1_17";"task1_18";"task1_19";"task1_20";"task1_21";"task1_22";"task1_23";"task1_24";"task1_25";"task1_26";"task1_27";"task1_28";"task1_29";"task1_30";"task1_31";"task1_32";"task1_33";"task1_34";"task1_35";"task1_36";"task1_37";"task1_38";"task1_39";"task1_40";"task2_1";"task2_2";"task2_3";"task2_4";"task2_5";"task2_6";"task2_7";"task2_8";"task2_9";"task2_10";"task2_11";"task2_12";"task2_13";"task2_14";"task2_15";"task2_16";"task2_17";"task2_18";"task2_19";"task2_20";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6914690";"rts6915068";"rts6915822";"rts6915836";"rts6915840";"rts6915841";"rts6941320";"rts6941323";"rts6941326";"rts6941327";"rts6941335";"rts6941336";"rts6941337";"rts6941339";"rts6941344";"rts6944524";"rts6945204";"rts6945209";"tic"
"144";"0";"0";"31";"6900361";"-77";"645";"1";"2";"1";"60fd5e48342e06731026ba2c";"6";"5";"4";"5";"6";"2";"5";"5";"4";"2";"3";"2";"3";"3";"5";"5";"2";"2";"28";"2";"Student";"20";"1";"-77";"7";"2";"-77";"-77";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"2";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"1";"1";"2";"6";"6";"5";"3";"6";"6";"5";"6";"6";"2";"3";"5";"4";"4";"6";"5";"6";"6";"5";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"1";"0";"-77";"-77";"979ab0e67e9a3bbfe03f16699343aa99";"2";"0";"1627473966";"2021-07-28 12:06:06";"2021-07-28 12:16:51";"0000-00-00 00:00:00";"24";"398";"534";"237";"418";"580";"52";"216";"70";"41";"624";"641";"645";"11";"85";"99";"603";"408";"5034ba0d2195fd702220432680a97ab1"
"146";"0";"0";"31";"6900361";"-77";"465";"1";"2";"1";"60fd8e7172f379d8745df316";"7";"6";"6";"7";"7";"2";"4";"5";"2";"5";"4";"4";"2";"5";"2";"4";"3";"2";"30";"2";"Project manager";"25";"1";"-77";"6";"2";"-77";"-77";"2";"1";"1";"1";"1";"2";"1";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"6";"6";"2";"2";"5";"6";"3";"5";"3";"2";"4";"3";"5";"2";"3";"6";"2";"2";"4";"2";"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_5_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.146 Safari/537.36 Gener8";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"1";"0";"-77";"-77";"e26a1b6dcf95c8829ecfb57de72f3f27";"2";"0";"1627473967";"2021-07-28 12:06:07";"2021-07-28 12:13:52";"0000-00-00 00:00:00";"17";"276";"394";"184";"303";"417";"31";"171";"32";"23";"448";"463";"465";"5";"61";"73";"437";"293";"f28d3e11dcd81d785e26f05a7c0fe310"
"147";"0";"0";"31";"6900361";"-77";"966";"1";"2";"1";"60df390d60c71cd1a15911c5";"7";"8";"7";"8";"8";"2";"5";"4";"3";"4";"4";"4";"2";"4";"3";"4";"3";"2";"35";"1";"Education";"35";"1";"-77";"7";"2";"-77";"-77";"1";"2";"2";"1";"1";"1";"1";"2";"1";"1";"2";"1";"2";"1";"1";"1";"2";"1";"2";"1";"1";"2";"1";"1";"1";"1";"2";"2";"2";"1";"1";"2";"1";"2";"2";"1";"1";"2";"1";"1";"4";"5";"6";"5";"6";"6";"5";"5";"6";"5";"5";"5";"4";"5";"4";"6";"5";"5";"6";"5";"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.92 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6915841,6915841,6945204,6941335,6941336,6941337,6900361";"1";"0";"0";"-77";"-77";"038068bb1968f2cbb0bfd2712b52653e";"2";"0";"1627473969";"2021-07-28 12:06:09";"2021-07-28 12:22:15";"0000-00-00 00:00:00";"15";"668";"866";"382";"690";"900";"36";"336";"47";"23";"943";"960";"966";"7";"63";"75";"925";"685";"be9557a0e47d364611954d3eb9dafe9c"
"148";"0";"0";"31";"6900361";"-77";"415";"2";"2";"1";"60fee72b3b5bcfc269ac69e8";"1";"2";"2";"1";"4";"2";"2";"4";"1";"4";"3";"3";"3";"5";"2";"3";"9";"9";"2";"2";"manager";"26";"1";"-77";"6";"2";"-77";"-77";"1";"1";"2";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"2";"1";"2";"1";"2";"2";"1";"1";"1";"1";"1";"2";"3";"6";"7";"6";"6";"4";"6";"4";"7";"6";"2";"5";"6";"4";"6";"6";"2";"5";"2";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"0";"0";"-77";"-77";"a3ff453baebc2ea974eb42f288fefa13";"2";"0";"1627473978";"2021-07-28 12:06:18";"2021-07-28 12:13:13";"0000-00-00 00:00:00";"21";"276";"342";"198";"296";"367";"32";"180";"46";"28";"391";"413";"415";"12";"65";"80";"381";"284";"3f6ef964ed5ce76ce365a54f6be2002c"
"149";"0";"0";"31";"6900361";"-77";"462";"2";"2";"1";"61004a25ece60a685a81864a";"3";"3";"1";"3";"6";"2";"4";"4";"3";"4";"2";"3";"2";"4";"2";"4";"6";"6";"6";"1";"Web Designer";"23";"1";"-77";"6";"2";"-77";"-77";"1";"2";"1";"2";"1";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"2";"1";"2";"1";"1";"1";"2";"1";"2";"1";"1";"2";"2";"1";"2";"2";"1";"1";"1";"2";"5";"6";"5";"4";"4";"4";"3";"5";"5";"3";"4";"5";"6";"6";"5";"5";"4";"4";"3";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"1";"0";"-77";"-77";"5d95e4536f5f273c46fff6d53925218e";"2";"0";"1627473979";"2021-07-28 12:06:19";"2021-07-28 12:14:01";"0000-00-00 00:00:00";"13";"294";"381";"204";"319";"414";"28";"188";"43";"25";"443";"460";"462";"6";"66";"75";"429";"305";"3435dfbd7ff68d9aa3a5f074e99c3109"
"150";"0";"0";"31";"6941341";"-77";"7";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6941341";"0";"0";"0";"-77";"-77";"8cda4f51896f708936010f4fa6881025";"2";"0";"1627473982";"2021-07-28 12:06:22";"2021-07-28 12:06:29";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"0";"0";"-77"
"152";"0";"0";"31";"6900361";"-77";"507";"2";"2";"1";"61008850021d7e244cea3963";"1";"1";"1";"1";"5";"2";"5";"3";"3";"1";"2";"2";"4";"5";"5";"4";"8";"8";"10";"2";"Retail";"21";"1";"-77";"7";"2";"-77";"-77";"1";"1";"2";"2";"1";"1";"2";"1";"2";"1";"1";"2";"1";"2";"1";"1";"2";"1";"2";"1";"1";"2";"2";"2";"1";"2";"2";"2";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"1";"1";"6";"7";"6";"3";"1";"7";"5";"5";"3";"4";"3";"3";"6";"5";"1";"5";"7";"3";"4";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"1";"0";"-77";"-77";"e529266ff65fbb9e33ec81299e64e48f";"2";"0";"1627474035";"2021-07-28 12:07:15";"2021-07-28 12:15:42";"0000-00-00 00:00:00";"27";"322";"441";"207";"343";"466";"45";"196";"54";"34";"494";"505";"507";"13";"69";"80";"480";"332";"57b1b436ea08034b2d750a214d8ae015"
"153";"0";"0";"31";"6900361";"-77";"488";"1";"2";"1";"60ff132f16b795bc9f425db0";"6";"6";"5";"5";"9";"2";"2";"5";"4";"3";"5";"4";"2";"4";"4";"5";"1";"1";"30";"2";"Federal Procurement Officer";"26";"1";"-77";"7";"2";"-77";"-77";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"1";"1";"1";"2";"2";"1";"2";"2";"1";"2";"1";"1";"2";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"6";"6";"5";"3";"4";"5";"4";"6";"5";"2";"5";"3";"3";"2";"5";"5";"5";"5";"5";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"0";"0";"-77";"-77";"4caa60b898cca4f0bc0e663fead6b2d1";"2";"0";"1627474037";"2021-07-28 12:07:17";"2021-07-28 12:15:25";"0000-00-00 00:00:00";"21";"309";"412";"193";"326";"439";"29";"181";"41";"25";"473";"486";"488";"10";"55";"61";"453";"317";"813c4471e2a8b320285606b2d667a57f"
"155";"0";"0";"31";"6900361";"-77";"704";"1";"2";"1";"60ffcac9a0ccf5827fc4d79d";"9";"9";"8";"8";"9";"2";"5";"5";"4";"2";"2";"4";"3";"5";"5";"4";"7";"6";"33";"2";"Food Crew member";"25";"1";"-77";"7";"2";"-77";"-77";"2";"1";"1";"2";"1";"1";"1";"2";"2";"2";"1";"1";"1";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"6";"6";"2";"2";"7";"7";"6";"3";"2";"3";"2";"6";"3";"5";"5";"7";"6";"2";"6";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6915841,6915841,6945204,6941335,6941336,6941337,6900361";"0";"0";"0";"-77";"-77";"d7e9f6d78b0b0eb58d69cf3595e3c305";"2";"0";"1627474094";"2021-07-28 12:08:14";"2021-07-28 12:19:58";"0000-00-00 00:00:00";"36";"438";"588";"273";"469";"636";"55";"250";"67";"43";"687";"701";"704";"8";"134";"140";"669";"450";"8f80e9b458a94bbb9cc9dfea7f5f09b8"
"156";"0";"0";"31";"6914692";"-77";"80";"-77";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6914692";"1";"1";"0";"-77";"-77";"962ea82ef2264f08934dc5e9824a62ee";"2";"0";"1627474100";"2021-07-28 12:08:20";"2021-07-28 12:09:40";"0000-00-00 00:00:00";"80";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"0";"0";"-77"
"157";"0";"0";"31";"6900361";"-77";"883";"1";"2";"1";"60fe18baa4c353a8adaa9bcb";"3";"5";"6";"4";"3";"2";"3";"4";"4";"2";"3";"2";"4";"5";"2";"1";"1";"1";"29";"2";"Unemployed";"31";"1";"-77";"7";"2";"-77";"-77";"1";"1";"1";"2";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"1";"2";"1";"2";"1";"1";"1";"2";"1";"1";"2";"1";"1";"6";"6";"3";"2";"3";"6";"5";"3";"4";"1";"2";"1";"5";"2";"5";"6";"4";"2";"5";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"1";"0";"-77";"-77";"32ce6525bc17ba29ab8aa72eb1b40a78";"2";"0";"1627474164";"2021-07-28 12:09:24";"2021-07-28 12:24:07";"0000-00-00 00:00:00";"71";"581";"760";"350";"615";"803";"91";"315";"118";"82";"854";"878";"883";"45";"165";"192";"834";"597";"985ed97c8788a20be5b2aacdeb7fa560"
"159";"0";"0";"31";"6900361";"-77";"517";"2";"2";"1";"60fd88841188361f89a1ca8a";"2";"2";"2";"2";"2";"2";"4";"1";"4";"1";"1";"2";"4";"5";"5";"4";"8";"8";"2";"2";"Researcher";"25";"1";"-77";"7";"2";"-77";"-77";"1";"2";"2";"1";"1";"1";"2";"1";"2";"2";"1";"2";"1";"1";"1";"2";"2";"1";"1";"1";"2";"1";"2";"2";"2";"1";"2";"1";"2";"1";"2";"2";"2";"1";"1";"2";"1";"2";"1";"1";"3";"5";"4";"4";"5";"5";"6";"6";"5";"1";"3";"3";"2";"6";"4";"5";"4";"5";"5";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"0";"0";"-77";"-77";"06fe0de018738fd3a27a1011cdcda902";"2";"0";"1627474290";"2021-07-28 12:11:30";"2021-07-28 12:20:07";"0000-00-00 00:00:00";"12";"319";"434";"190";"338";"463";"24";"177";"38";"17";"496";"514";"517";"5";"56";"70";"484";"328";"ec0bbe001ef3e73b6168328dcdfb54bf"
"160";"0";"0";"31";"6900361";"-77";"673";"2";"2";"1";"61001a5d58777b6e99cc43a1";"3";"5";"2";"2";"5";"2";"4";"4";"4";"2";"2";"2";"2";"4";"5";"4";"8";"9";"5";"1";"Cleaner";"21";"1";"-77";"6";"2";"-77";"-77";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"2";"1";"2";"2";"1";"1";"1";"2";"2";"1";"2";"1";"2";"2";"1";"1";"2";"2";"1";"1";"2";"2";"1";"2";"6";"7";"3";"2";"2";"6";"4";"5";"5";"2";"2";"5";"5";"5";"5";"4";"3";"5";"3";"2";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:90.0) Gecko/20100101 Firefox/90.0";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"0";"0";"-77";"-77";"3c113a3995134a58bd8498c10eb6fce0";"2";"0";"1627474508";"2021-07-28 12:15:08";"2021-07-28 12:26:21";"0000-00-00 00:00:00";"52";"415";"559";"247";"437";"597";"72";"229";"85";"63";"649";"670";"673";"35";"101";"111";"638";"424";"7846aea2931d768a4a174f8d9b32318a"
"161";"0";"0";"31";"6900361";"-77";"2541";"1";"2";"1";"60fd0359ee7fe3166c949092";"9";"9";"8";"9";"9";"2";"4";"4";"2";"4";"3";"4";"4";"4";"2";"4";"8";"3";"33";"1";"Fulltime Manager";"41";"1";"-77";"6";"1";"-77";"-77";"1";"2";"2";"1";"1";"1";"2";"2";"1";"2";"2";"1";"1";"1";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"2";"2";"1";"2";"1";"2";"1";"2";"1";"2";"1";"2";"5";"5";"5";"6";"4";"7";"7";"4";"4";"6";"6";"4";"6";"3";"6";"5";"4";"4";"6";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:90.0) Gecko/20100101 Firefox/90.0";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6915841,6915841,6945204,6941335,6941336,6941337,6900361";"0";"1";"0";"-77";"-77";"0c6bafb81e604337bce31b523a0056be";"2";"0";"1627476071";"2021-07-28 12:41:11";"2021-07-28 13:23:32";"0000-00-00 00:00:00";"12";"1873";"2371";"1085";"1885";"2413";"38";"1082";"41";"24";"2496";"2536";"2541";"6";"44";"46";"2444";"1879";"e0fdee7f13c8b484f3c4093ad60f8f27"
